order_id,order_date,customer_id,customer_region,product_category,product_price,quantity,discount_percent,payment_method,order_status,revenue
100107,2023-08-19,1595,South,Clothing,436.99,7,0,credit card,In Transit,3058.9300000000003
100108,2023-02-10,1486,South,electronics,215.41,4,-5,COD,Returned,904.722
100109,2023-01-28,1382,South,Clothng,239.17,4,15,UPI,In Transit,813.1779999999999
100110,2023-05-15,1405,West,Electronics,960.89,3,0,,In Transit,2882.67
100111,2023-07-20,1387,,Electronics,1309.95,3,10,UPI,Delivered,3536.8650000000002
100112,2023-11-24,1524,North,,617.2,3,10,Credit Card,delivered,1666.44
100113,2023-09-25,1556,,Clothing,258.43,7,0,Debit Card,delivered,1809.01
100114,2023-02-02,1275,South,Clothng,1136.12,3,15,,Returned,2897.1059999999998
100115,2023-02-17,1499,East,Clothng,1249.57,2,0,UPI,In Transit,2499.14
100116,2023-03-03,1336,,,1321.47,6,5,Credit Card,In Transit,7532.378999999999
100117,2023-08-04,1480,North,Home,912.21,3,0,credit card,delivered,2736.63
100118,2023-10-20,1272,East,Clothng,1291.79,7,105,Debit Card,Returned,-452.12650000000036
100119,2023-04-09,1057,North,Clothng,28.05,3,15,COD,In Transit,71.5275
100120,2023-06-21,1327,South,Electronics,165.32,3,0,,Returned,495.96
100121,2023-12-26,1108,,,143.4,1,0,,Delivered,143.4
100122,2023-08-02,1278,SOUTH,Clothng,1070.34,5,0,COD,In Transit,5351.7
100123,2023-02-04,1327,north,Clothng,109.02,3,15,credit card,In Transit,342.58019219324007
100124,2023-08-15,1314,South,Electronics,747.06,7,0,Debit Card,In Transit,5229.42
100125,2023-04-11,1473,West,Clothng,711.7,0,20,,delivered,0.0
100126,2023-05-11,1110,SOUTH,Electronics,469.5,3,-5,UPI,delivered,1478.925
100127,2023-09-14,1228,West,Home,1306.26,3,10,Debit Card,In Transit,3526.902
100128,2023-01-05,1496,North,electronics,259.8,2,0,Credit Card,In Transit,519.6
100129,2023-08-06,1155,West,Electronics,531.93,5,0,,Delivered,2659.6499999999996
100130,2023-09-12,1472,SOUTH,Electronics,1162.39,3,5,credit card,Delivered,3312.8115
100131,2023-12-25,1271,SOUTH,Clothng,50.48,5,10,UPI,Returned,227.16
100132,2023-10-10,1001,South,Electronics,1011.06,1,10,Debit Card,Returned,909.954
100133,2023-07-26,1510,East,,1225.51,4,10,Debit Card,delivered,4411.836
100134,2023-01-15,1285,South,Clothing,1398.74,5,0,UPI,Cancelled,6993.7
100135,2023-12-12,1012,North,Clothing,1315.06,5,20,Credit Card,Delivered,5260.24
100136,2023-02-11,1497,West,Home,482.48,3,0,Credit Card,Returned,2177.9756509616473
100137,2023-06-28,1237,East,Electronics,881.61,6,5,Debit Card,Delivered,5025.177
100138,2023-03-04,1093,,,120.55,3,15,COD,Delivered,307.4025
100139,2023-12-18,1337,north,Clothng,390.52,3,0,UPI,Cancelled,1171.56
100140,2023-08-19,1170,SOUTH,Clothng,145.86,2,15,,Delivered,247.96200000000002
100141,2023-08-29,1566,East,electronics,476.2,6,20,Credit Card,Cancelled,1704.5016971287776
100142,2023-02-21,1466,,Home,1313.4,4,10,,Cancelled,4728.240000000001
100143,2023-04-06,1142,East,,524.01,2,0,Credit Card,Delivered,1048.02
100144,2023-08-10,1200,South,,845.04,7,0,Credit Card,Delivered,5915.28
100145,2023-08-19,1179,,Clothng,652.9,2,0,credit card,Returned,1305.8
100146,2023-08-25,1363,north,electronics,691.08,2,0,,Delivered,1382.16
100147,2023-05-23,1478,SOUTH,Clothng,1454.51,6,105,COD,Delivered,-578.2878847697698
100148,2023-06-20,1564,North,electronics,447.75,1,10,Credit Card,Delivered,402.975
100149,2023-01-29,1470,North,Clothing,942.85,4,0,COD,Returned,3771.4
100150,2023-02-05,1383,East,,632.99,1,-5,Debit Card,Cancelled,664.6395
100151,2023-01-13,1416,,Clothing,96.41,1,15,Debit Card,Returned,81.9485
100152,2023-06-09,1307,East,Clothng,736.55,4,0,credit card,Delivered,2946.2
100153,2023-11-23,1366,West,Home,1220.95,1,0,COD,In Transit,1220.95
100154,2023-07-06,1000,north,Electronics,152.64,6,0,UPI,Delivered,915.8399999999999
100155,2023-08-31,1043,SOUTH,Home,109.04,4,105,credit card,Returned,-21.80800000000002
100156,2023-03-27,1097,East,Home,234.68,5,5,Credit Card,Returned,1114.73
100157,2023-10-11,1264,West,Electronics,1147.78,7,20,Debit Card,delivered,6427.568
100158,2023-03-07,1139,,,1087.37,5,0,Debit Card,In Transit,5436.849999999999
100159,2023-06-19,1480,north,Clothing,849.7,3,20,UPI,Returned,2039.2800000000004
100160,2023-02-14,1236,SOUTH,Clothing,705.0,2,0,credit card,Cancelled,1410.0
100161,2023-03-03,1071,North,,1333.05,7,105,COD,Delivered,-466.56750000000045
100162,2023-05-14,1189,West,Electronics,1151.21,5,-5,Debit Card,Cancelled,6043.852500000001
100163,2023-10-11,1267,,electronics,1218.85,5,0,Credit Card,Returned,6094.25
100164,2023-01-28,1320,north,Home,1220.83,1,15,UPI,Returned,1037.7054999999998
100165,2023-04-18,1106,West,Clothng,965.86,4,15,UPI,Cancelled,3283.924
100166,2023-02-13,1231,East,Clothing,689.73,0,-5,,Cancelled,0.0
100167,2023-12-06,1041,South,,1297.69,1,0,UPI,delivered,1297.69
100168,2023-10-13,1138,North,Clothng,1389.38,1,5,Credit Card,Delivered,1319.911
100169,2023-11-27,1272,East,Electronics,40.59,6,20,UPI,Cancelled,194.83200000000002
100170,2023-05-08,1480,East,Clothng,82.07,4,15,COD,Delivered,279.03799999999995
100171,2023-12-14,1415,,Clothng,1438.32,0,0,,In Transit,0.0
100172,2023-08-19,1505,,Home,419.36,0,20,COD,Returned,0.0
100173,2023-07-09,1423,north,Electronics,1310.69,3,0,credit card,Cancelled,3932.07
100174,2023-08-13,1406,,Clothng,586.25,1,15,credit card,In Transit,498.3125
100175,2023-10-10,1567,West,Clothing,183.05,6,0,COD,Returned,1098.3000000000002
100176,2023-05-01,1389,North,Electronics,125.26,2,0,Credit Card,delivered,250.52
100177,2023-04-26,1341,East,Clothing,238.98,5,5,,Returned,1135.1549999999997
100178,2023-08-21,1492,north,,378.59,1,5,credit card,Cancelled,359.66049999999996
100179,2023-09-16,1191,North,,735.33,2,5,UPI,In Transit,1397.127
100180,2023-12-25,1498,,electronics,1053.74,7,5,COD,In Transit,7007.371
100181,2023-07-17,1232,,,1479.67,2,0,Debit Card,In Transit,2959.34
100182,2023-05-17,1226,West,Clothng,665.05,7,0,Credit Card,Returned,4655.349999999999
100183,2023-11-14,1370,,Electronics,779.69,7,15,Credit Card,Delivered,4639.1555
100184,2023-06-14,1138,East,,785.11,4,0,COD,Delivered,3140.44
100185,2023-08-13,1148,SOUTH,Clothing,811.45,1,5,Debit Card,Returned,770.8775
100186,2023-11-03,1114,East,Clothng,779.02,4,10,Credit Card,Cancelled,2804.472
100187,2023-08-22,1449,East,,18.12,3,-5,,Returned,57.078
100188,2023-06-21,1062,,Home,7.58,2,15,credit card,Delivered,12.886
100189,2023-06-01,1103,North,Clothing,151.01,0,0,,Returned,0.0
100190,2023-11-11,1272,,Clothing,156.83,2,20,Debit Card,In Transit,250.92800000000003
100191,2023-06-09,1005,North,electronics,1058.82,3,105,,Cancelled,-158.82300000000015
100192,2023-04-06,1146,North,Home,311.35,2,5,UPI,Cancelled,591.565
100193,2023-08-21,1183,North,electronics,1342.6,4,105,credit card,delivered,-268.5200000000002
100194,2023-06-29,1027,north,,1393.27,7,5,Debit Card,Returned,9265.245499999999
100195,2023-04-23,1549,South,Home,1463.96,1,5,COD,In Transit,1390.762
100196,2023-11-14,1118,,Clothing,1408.93,0,0,Credit Card,Returned,0.0
100197,2023-02-21,1292,north,electronics,411.47,4,10,credit card,delivered,1481.2920000000001
100198,2023-09-25,1370,East,Clothng,767.12,5,0,COD,delivered,3835.6
100199,2023-10-22,1243,north,Home,267.31,7,0,Debit Card,Returned,1658.7542120426958
100200,2023-04-23,1579,West,Clothing,1210.28,1,0,UPI,Returned,1210.28
100201,2023-04-11,1217,SOUTH,Electronics,1333.21,0,0,Credit Card,Returned,0.0
100202,2023-04-23,1176,North,Home,1277.68,3,0,Credit Card,Delivered,3833.04
100203,2023-03-22,1298,,Home,652.88,2,10,credit card,delivered,1175.184
100204,2023-07-06,1057,West,,1139.22,0,0,COD,Cancelled,0.0
100205,2023-04-23,1268,,Clothng,150.88,6,105,Debit Card,Delivered,-45.26400000000004
100206,2023-01-02,1307,SOUTH,,65.17,5,0,Debit Card,In Transit,325.85
100207,2023-05-10,1569,West,Home,1131.09,3,5,COD,Cancelled,3223.6064999999994
100208,2023-08-08,1287,,Home,640.91,1,0,Credit Card,Cancelled,640.91
100209,2023-02-23,1104,East,Clothng,1493.35,6,0,COD,Cancelled,8960.099999999999
100210,2023-12-09,1227,North,Clothng,150.4,0,0,,delivered,0.0
100211,2023-08-12,1246,West,electronics,1284.16,3,10,Debit Card,In Transit,3467.2320000000004
100212,2023-08-13,1493,East,Clothing,722.57,1,15,COD,Delivered,390.4864721407948
100213,2023-05-06,1082,North,Clothing,1241.59,6,0,Credit Card,In Transit,7449.539999999999
100214,2023-05-10,1185,South,electronics,1226.61,6,0,credit card,Delivered,7359.66
100215,2023-02-22,1251,East,Clothing,1374.41,4,0,,delivered,5497.64
100216,2023-06-21,1354,north,Home,450.29,2,20,Credit Card,In Transit,720.464
100217,2023-08-06,1209,,electronics,1424.95,3,15,UPI,Cancelled,3633.6225000000004
100218,2023-06-09,1446,North,electronics,231.74,6,0,UPI,In Transit,1595.5198626685656
100219,2023-07-17,1459,West,Clothing,127.54,4,0,COD,delivered,510.16
100220,2023-09-04,1471,SOUTH,Electronics,650.27,5,105,Credit Card,delivered,-162.56750000000014
100221,2023-11-20,1369,West,Clothing,1243.34,7,0,Credit Card,delivered,11912.057127354072
100222,2023-07-22,1491,north,,712.76,5,5,Debit Card,Delivered,3385.61
100223,2023-07-03,1136,,Electronics,1244.78,1,0,credit card,In Transit,1244.78
100224,2023-05-03,1366,north,electronics,1095.88,6,10,,Cancelled,5917.752
100225,2023-09-12,1183,West,Electronics,318.1,6,105,Credit Card,Cancelled,-95.43000000000009
100226,2023-10-21,1587,,Home,1423.58,0,105,,Returned,-0.0
100227,2023-10-07,1286,SOUTH,Clothng,95.87,6,15,COD,delivered,488.937
100228,2023-11-21,1471,North,Electronics,1347.93,2,5,Debit Card,Cancelled,2561.067
100229,2023-04-08,1374,,,460.14,1,5,,delivered,437.133
100230,2023-07-17,1536,East,Clothng,752.72,3,0,,Cancelled,2258.16
100231,2023-08-28,1510,,Home,636.42,6,105,,In Transit,-190.92600000000016
100232,2023-05-24,1578,north,,261.89,7,15,,Returned,1558.2455
100233,2023-04-07,1249,north,Clothng,540.43,2,5,,delivered,1026.8169999999998
100234,2023-07-20,1509,north,Home,293.44,6,0,Debit Card,Delivered,1760.6399999999999
100235,2023-05-04,1072,SOUTH,Clothng,309.81,4,5,COD,Delivered,1177.278
100236,2023-07-06,1281,,Clothng,284.65,2,105,,Cancelled,-28.465000000000025
100237,2023-11-22,1359,,Clothing,736.08,4,5,,In Transit,2797.104
100238,2023-12-15,1009,South,,1197.91,1,0,COD,delivered,1197.91
100239,2023-09-16,1210,SOUTH,,855.61,7,0,Credit Card,Returned,5989.27
100240,2023-05-28,1151,North,Electronics,1340.34,6,0,Credit Card,In Transit,10286.193402787208
100241,2023-09-09,1004,North,,956.63,0,-5,Debit Card,Cancelled,0.0
100242,2023-12-12,1194,North,,1035.56,5,105,Debit Card,In Transit,-258.8900000000002
100243,2023-05-27,1282,North,Clothng,1003.07,2,-5,credit card,Returned,2106.447
100244,2023-05-28,1463,North,electronics,676.94,0,15,Debit Card,In Transit,0.0
100245,2023-12-18,1112,West,Clothing,1035.56,0,10,COD,delivered,0.0
100246,2023-07-18,1270,north,Electronics,109.21,5,10,,Cancelled,491.445
100247,2023-11-04,1162,SOUTH,Clothing,1290.48,2,5,COD,Returned,2451.912
100248,2023-05-08,1459,West,Electronics,1167.83,6,15,credit card,Cancelled,5955.932999999999
100249,2023-02-08,1104,SOUTH,Home,371.62,7,5,UPI,delivered,2471.273
100250,2023-12-04,1555,South,Clothng,1153.21,2,10,UPI,Returned,2075.7780000000002
100251,2023-12-26,1281,,,23.9,0,0,COD,Returned,0.0
100252,2023-05-09,1161,East,,329.78,3,0,UPI,Cancelled,989.3399999999999
100253,2023-09-24,1350,north,electronics,102.38,3,20,UPI,In Transit,186.78095495857158
100254,2023-05-31,1433,South,Clothing,1171.44,2,-5,credit card,In Transit,2460.0240000000003
100255,2023-10-25,1139,West,Clothing,1135.03,7,5,,Delivered,7547.9495
100256,2023-04-09,1470,East,Clothing,1221.39,0,0,Debit Card,Delivered,0.0
100257,2023-09-20,1131,,,11.7,0,-5,Debit Card,Returned,0.0
100258,2023-09-09,1086,South,Clothing,754.34,1,15,UPI,Cancelled,641.189
100259,2023-05-24,1182,,Clothng,1058.73,0,5,Credit Card,Returned,0.0
100260,2023-12-12,1367,,Electronics,237.32,5,10,credit card,Cancelled,1067.94
100261,2023-04-22,1128,SOUTH,,976.44,3,5,,delivered,2782.854
100262,2023-03-01,1245,East,Clothng,130.74,1,5,,Delivered,124.203
100263,2023-01-02,1577,SOUTH,Home,276.08,6,20,UPI,Returned,1325.1840000000002
100264,2023-10-31,1377,,Clothng,716.32,5,0,Credit Card,delivered,3581.6000000000004
100265,2023-09-11,1148,South,Clothng,982.08,6,0,Credit Card,In Transit,5892.4800000000005
100266,2023-05-20,1432,,Home,223.07,3,0,,Delivered,669.21
100267,2023-02-06,1468,West,Clothng,281.91,5,0,credit card,Cancelled,1409.5500000000002
100268,2023-06-09,1445,,Electronics,310.65,4,0,Debit Card,In Transit,959.2525209424439
100269,2023-01-09,1480,SOUTH,,361.86,2,0,,In Transit,723.72
100270,2023-08-21,1293,East,electronics,343.7,7,0,,delivered,2405.9
100271,2023-04-09,1142,South,Home,595.75,4,0,COD,Returned,2383.0
100272,2023-05-27,1249,SOUTH,,982.42,2,0,Credit Card,Returned,2957.0981262020546
100273,2023-10-31,1301,,Clothing,659.86,3,0,COD,delivered,1979.58
100274,2023-07-27,1024,West,Electronics,1165.08,3,10,COD,In Transit,3145.716
100275,2023-05-11,1069,north,electronics,1080.31,4,10,credit card,Delivered,3889.116
100276,2023-06-01,1111,West,Electronics,194.16,7,0,,In Transit,1359.12
100277,2023-02-23,1363,,Electronics,78.02,5,10,Debit Card,delivered,351.09
100278,2023-04-30,1302,West,Clothing,1317.52,7,105,credit card,In Transit,-461.1320000000004
100279,2023-06-10,1470,north,electronics,124.35,6,-5,Credit Card,In Transit,783.405
100280,2023-04-26,1090,West,Electronics,226.77,2,0,Debit Card,In Transit,453.54
100281,2023-03-16,1529,north,Clothing,38.09,2,15,,In Transit,64.753
100282,2023-04-23,1191,,Home,944.36,1,0,UPI,Delivered,944.36
100283,2023-04-14,1551,north,Clothing,875.64,0,0,Debit Card,Cancelled,0.0
100284,2023-12-06,1241,SOUTH,Clothng,1480.42,5,0,credit card,Cancelled,7402.1
100285,2023-09-11,1137,SOUTH,,1330.96,5,0,credit card,Returned,6654.8
100286,2023-08-15,1344,north,Clothing,619.21,1,5,COD,Cancelled,588.2495
100287,2023-04-22,1179,South,Clothing,560.52,3,10,,Cancelled,1513.404
100288,2023-04-09,1502,East,Clothing,448.79,4,15,UPI,Cancelled,1542.8610596878991
100289,2023-06-02,1202,South,Electronics,232.85,7,0,,In Transit,1629.95
100290,2023-12-15,1572,north,electronics,211.44,5,0,Debit Card,In Transit,1057.2
100291,2023-12-04,1191,East,Clothing,202.76,2,0,UPI,Delivered,405.52
100292,2023-07-13,1004,SOUTH,Clothing,175.6,1,0,,In Transit,175.6
100293,2023-11-06,1236,East,Clothng,364.57,4,105,COD,In Transit,-72.91400000000006
100294,2023-06-12,1310,north,Clothng,463.47,6,15,UPI,Cancelled,2363.697
100295,2023-07-27,1548,SOUTH,Home,1442.56,4,105,UPI,Delivered,-288.5120000000002
100296,2023-06-18,1055,East,Home,869.82,5,10,Debit Card,Delivered,3914.1900000000005
100297,2023-06-10,1442,East,Clothng,1481.46,0,5,UPI,Cancelled,0.0
100298,2023-03-09,1236,South,electronics,561.84,7,0,COD,Cancelled,3932.88
100299,2023-10-16,1196,East,Home,689.15,2,5,Credit Card,Delivered,1309.385
100300,2023-10-04,1584,,,490.25,4,5,Credit Card,delivered,1862.9499999999998
100301,2023-10-31,1570,north,,278.42,6,20,credit card,Cancelled,1336.4160000000002
100302,2023-05-15,1513,North,electronics,219.03,2,5,Credit Card,Cancelled,416.157
100303,2023-07-14,1448,North,Clothng,1417.89,5,0,Debit Card,Delivered,7089.450000000001
100304,2023-05-08,1359,North,Home,1480.28,1,15,credit card,delivered,1258.238
100305,2023-02-02,1029,north,Clothing,72.14,6,20,Credit Card,delivered,346.27200000000005
100306,2023-06-25,1107,North,Clothng,229.77,4,5,Credit Card,Returned,873.126
100307,2023-01-22,1444,South,Home,638.17,6,10,credit card,delivered,3446.1179999999995
100308,2023-08-26,1437,north,electronics,283.57,5,0,Debit Card,Cancelled,1417.85
100309,2023-06-07,1456,,,549.0,4,5,credit card,In Transit,2086.2
100310,2023-02-07,1494,SOUTH,electronics,198.0,6,0,Debit Card,Delivered,1188.0
100311,2023-08-18,1246,,Home,687.49,1,0,Debit Card,Cancelled,687.49
100312,2023-12-31,1542,north,electronics,411.18,6,10,,Delivered,2220.372
100313,2023-02-20,1563,north,Home,531.1,2,0,COD,delivered,1062.2
100314,2023-09-21,1587,East,Home,146.0,2,15,Credit Card,Delivered,248.2
100315,2023-10-10,1438,East,electronics,645.05,4,20,,Cancelled,2064.16
100316,2023-01-27,1277,East,Electronics,1474.97,5,0,Credit Card,In Transit,7374.85
100317,2023-08-14,1551,West,Clothing,496.61,1,15,,Cancelled,422.1185
100318,2023-10-04,1110,South,Clothng,1315.26,3,5,UPI,Returned,3748.4909999999995
100319,2023-10-13,1384,north,,1265.58,2,0,credit card,Delivered,2531.16
100320,2023-04-07,1190,,Clothing,1428.33,6,10,,Cancelled,7712.982
100321,2023-10-11,1489,north,Clothng,1186.21,3,10,COD,delivered,3202.7670000000003
100322,2023-11-13,1425,East,Clothng,991.1,6,5,Credit Card,delivered,5649.27
100323,2023-10-31,1404,north,,1285.59,4,-5,UPI,Cancelled,5399.478
100324,2023-05-27,1334,SOUTH,Clothing,118.09,3,5,COD,Returned,336.55649999999997
100325,2023-01-04,1208,north,,696.93,5,105,Debit Card,Delivered,-174.23250000000013
100326,2023-02-04,1021,,Home,1483.94,6,5,Credit Card,Returned,8458.457999999999
100327,2023-07-11,1207,North,,1155.55,5,0,,In Transit,5777.75
